,artist,date,rank,song
51,JAMES BAY,2016-03-26,52 ,Let It Go
52,ELLIE GOULDING,2016-03-26,53 ,Something In The Way You Move
53,BRETT ELDREDGE,2016-03-26,54 ,Drunk On Your Love
54,MAREN MORRIS,2016-03-26,55 ,My Church
55,FUTURE featuring THE WEEKND,2016-03-26,56 ,Low Life
56,ZAC BROWN BAND,2016-03-26,57 ,Beautiful Drug
57,TROYE SIVAN,2016-03-26,58 ,Youth
58,ZAYN,2016-03-26,59 ,It's You
59,RANDY HOUSER,2016-03-26,60 ,We Went
60,SHAWN MENDES & CAMILA CABELLO,2016-03-26,61 ,I Know What You Did Last Summer
61,FLORIDA GEORGIA LINE,2016-03-26,62 ,Confession
62,LUKE BRYAN featuring KAREN FAIRCHILD,2016-03-26,63 ,Home Alone Tonight
63,KEVIN GATES,2016-03-26,64 ,Really Really
64,KEITH URBAN,2016-03-26,65 ,Break On Me.
65,RIHANNA,2016-03-26,66 ,Needed Me
66,TIM McGRAW,2016-03-26,67 ,Humble And Kind
67,DIERKS BENTLEY,2016-03-26,68 ,Somewhere On A Beach
68,CHRIS YOUNG duet with CASSADEE POPE,2016-03-26,69 ,Think Of You
69,OLD DOMINION,2016-03-26,70 ,Snapback
70,GRANGER SMITH,2016-03-26,71 ,Backroad Song
71,RASCAL FLATTS,2016-03-26,72 ,I Like The Sound Of That
72,FETTY WAP,2016-03-26,73 ,Jimmy Choo
73,CHRIS STAPLETON,2016-03-26,74 ,Nobody To Blame
74,THE WEEKND,2016-03-26,75 ,Acquainted
75,THE CHAINSMOKERS featuring DAYA,2016-03-26,76 ,Don't Let Me Down
76,JASON DERULO,2016-03-26,77 ,Get Ugly
77,LUKE NASTY,2016-03-26,78 ,Might Be
78,FLO RIDA featuring JASON DERULO,2016-03-26,79 ,Hello Friday
79,ALESSIA CARA,2016-03-26,80 ,Wild Things
80,DISTURBED,2016-03-26,81 ,The Sound Of Silence
81,CHASE BRYANT,2016-03-26,82 ,Little Bit Of You
82,KID INK featuring FETTY WAP,2016-03-26,83 ,Promise
83,DUSTIN LYNCH,2016-03-26,84 ,Mind Reader
84,O.T. GENASIS featuring YOUNG DOLPH,2016-03-26,85 ,Cut It
85,RUTH B,2016-03-26,86 ,Lost Boy
86,ONE DIRECTION,2016-03-26,87 ,Perfect
87,LEE BRICE,2016-03-26,88 ,That Don't Sound Like You
88,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-03-26,89 ,$ave Dat Money
89,TY DOLLA $IGN featuring E-40,2016-03-26,90 ,Saved
90,SIA featuring SEAN PAUL,2016-03-26,91 ,Cheap Thrills
91,THOMAS RHETT,2016-03-26,92 ,T-Shirt
92,BRYSON TILLER,2016-03-26,93 ,Sorry Not Sorry
93,DESIIGNER,2016-03-26,94 ,Panda
94,LADY GAGA,2016-03-26,95 ,Til It Happens To You
95,BELLY featuring THE WEEKND,2016-03-26,96 ,Might Not
96,JON PARDI,2016-03-26,97 ,Head Over Boots
97,2 CHAINZ,2016-03-26,98 ,Watch Out
98,EMPIRE OF THE SUN,2016-03-26,99 ,Walking On A Dream
99,ONE DIRECTION,2016-03-26,100,History
0,RIHANNA featuring DRAKE,2016-04-02,1  ,Work
1,JUSTIN BIEBER,2016-04-02,2  ,Love Yourself
2,TWENTY ONE PILOTS,2016-04-02,3  ,Stressed Out
3,FLO RIDA,2016-04-02,4  ,My House
4,LUKAS GRAHAM,2016-04-02,5  ,7 Years
5,ZAYN,2016-04-02,6  ,Pillowtalk
6,G-EAZY & BEBE REXHA,2016-04-02,7  ,"Me, Myself & I"
7,JUSTIN BIEBER,2016-04-02,8  ,Sorry
8,DNCE,2016-04-02,9  ,Cake By The Ocean
9,MIKE POSNER,2016-04-02,10 ,I Took A Pill In Ibiza
10,MEGHAN TRAINOR,2016-04-02,11 ,No
11,ADELE,2016-04-02,12 ,Hello
12,SELENA GOMEZ,2016-04-02,13 ,Hands To Myself
13,THE CHAINSMOKERS featuring ROZES,2016-04-02,14 ,Roses
14,CHARLIE PUTH,2016-04-02,15 ,One Call Away
15,FIFTH HARMONY featuring TY DOLLA $IGN,2016-04-02,16 ,Work From Home
16,SHAWN MENDES,2016-04-02,17 ,Stitches
17,YO GOTTI,2016-04-02,18 ,Down In The DM
18,BRYSON TILLER,2016-04-02,19 ,Don't
19,KELLY CLARKSON,2016-04-02,20 ,Piece By Piece
20,KEVIN GATES,2016-04-02,21 ,2 Phones
21,ZARA LARSSON & MNEK,2016-04-02,22 ,Never Forget You
22,DRAKE & FUTURE,2016-04-02,23 ,Jumpman
23,THE WEEKND,2016-04-02,24 ,The Hills
24,CHRIS BROWN,2016-04-02,25 ,Back To Sleep
25,BRYSON TILLER,2016-04-02,26 ,Exchange
26,DRAKE,2016-04-02,27 ,Hotline Bling
27,ADELE,2016-04-02,28 ,When We Were Young
28,DRAKE,2016-04-02,29 ,Summer Sixteen
29,TORY LANEZ,2016-04-02,30 ,Say It
30,DJ SNAKE featuring BIPOLAR SUNSHINE,2016-04-02,31 ,Middle
31,ALESSIA CARA,2016-04-02,32 ,Here
32,JEREMIH,2016-04-02,33 ,Oui
33,JUSTIN BIEBER,2016-04-02,34 ,What Do You Mean?
34,SELENA GOMEZ,2016-04-02,35 ,Same Old Love
35,THE WEEKND,2016-04-02,36 ,In The Night
36,DAYA,2016-04-02,37 ,Hide Away
37,COLE SWINDELL,2016-04-02,38 ,You Should Be Here
38,FETTY WAP featuring REMY BOYZ,2016-04-02,39 ,679
39,ELLE KING,2016-04-02,40 ,Ex's & Oh's
40,THOMAS RHETT,2016-04-02,41 ,Die A Happy Man
41,MEGHAN TRAINOR featuring JOHN LEGEND,2016-04-02,42 ,Like I'm Gonna Lose You
42,FUTURE featuring THE WEEKND,2016-04-02,43 ,Low Life
43,ROBIN SCHULZ featuring FRANCESCO YATES,2016-04-02,44 ,Sugar
44,THE WEEKND,2016-04-02,45 ,Can't Feel My Face
45,POST MALONE,2016-04-02,46 ,White Iverson
46,RACHEL PLATTEN,2016-04-02,47 ,Stand By You
47,CARRIE UNDERWOOD,2016-04-02,48 ,Heartbeat
48,BRETT ELDREDGE,2016-04-02,49 ,Drunk On Your Love
49,JAMES BAY,2016-04-02,50 ,Let It Go
50,MAREN MORRIS,2016-04-02,51 ,My Church
51,ELLIE GOULDING,2016-04-02,52 ,Something In The Way You Move
52,COLDPLAY,2016-04-02,53 ,Adventure Of A Lifetime
53,BLAKE SHELTON,2016-04-02,54 ,Came Here To Forget
54,ZAC BROWN BAND,2016-04-02,55 ,Beautiful Drug
55,YOUNG THUG,2016-04-02,56 ,Best Friend
56,TIM McGRAW,2016-04-02,57 ,Humble And Kind
57,TROYE SIVAN,2016-04-02,58 ,Youth
58,KEVIN GATES,2016-04-02,59 ,Really Really
59,FLORIDA GEORGIA LINE,2016-04-02,60 ,Confession
60,DIERKS BENTLEY,2016-04-02,61 ,Somewhere On A Beach
61,OLD DOMINION,2016-04-02,62 ,Snapback
62,THE CHAINSMOKERS featuring DAYA,2016-04-02,63 ,Don't Let Me Down
63,CHRIS YOUNG duet with CASSADEE POPE,2016-04-02,64 ,Think Of You
64,GRANGER SMITH,2016-04-02,65 ,Backroad Song
65,SHAKIRA,2016-04-02,66 ,Try Everything
66,RASCAL FLATTS,2016-04-02,67 ,I Like The Sound Of That
67,RIHANNA,2016-04-02,68 ,Needed Me
68,ALESSIA CARA,2016-04-02,69 ,Wild Things
69,LUKE BRYAN featuring KAREN FAIRCHILD,2016-04-02,70 ,Home Alone Tonight
70,SHAWN MENDES & CAMILA CABELLO,2016-04-02,71 ,I Know What You Did Last Summer
71,DESIIGNER,2016-04-02,72 ,Panda
72,TAYLOR SWIFT,2016-04-02,73 ,New Romantics
73,FETTY WAP,2016-04-02,74 ,Jimmy Choo
74,RANDY HOUSER,2016-04-02,75 ,We Went
75,DISTURBED,2016-04-02,76 ,The Sound Of Silence
76,THE WEEKND,2016-04-02,77 ,Acquainted
77,CHRIS STAPLETON,2016-04-02,78 ,Nobody To Blame
78,KENDRICK LAMAR,2016-04-02,79 ,Untitled 02 I 06.23.2014.
79,O.T. GENASIS featuring YOUNG DOLPH,2016-04-02,80 ,Cut It
80,KEITH URBAN,2016-04-02,81 ,Break On Me.
81,LUKE NASTY,2016-04-02,82 ,Might Be
82,JAKE OWEN,2016-04-02,83 ,American Country Love Song
83,THOMAS RHETT,2016-04-02,84 ,T-Shirt
84,KID INK featuring FETTY WAP,2016-04-02,85 ,Promise
85,CHASE BRYANT,2016-04-02,86 ,Little Bit Of You
86,RUTH B,2016-04-02,87 ,Lost Boy
87,DUSTIN LYNCH,2016-04-02,88 ,Mind Reader
88,JUSTIN BIEBER,2016-04-02,89 ,Company
89,KENDRICK LAMAR,2016-04-02,90 ,Untitled 07 I 2014-2016
90,2 CHAINZ,2016-04-02,91 ,Watch Out
91,SIA featuring SEAN PAUL,2016-04-02,92 ,Cheap Thrills
92,LEE BRICE,2016-04-02,93 ,That Don't Sound Like You
93,BELLY featuring THE WEEKND,2016-04-02,94 ,Might Not
94,TY DOLLA $IGN featuring E-40,2016-04-02,95 ,Saved
95,ZENDAYA featuring CHRIS BROWN,2016-04-02,96 ,Something New
96,JASON DERULO,2016-04-02,97 ,Get Ugly
97,JON PARDI,2016-04-02,98 ,Head Over Boots
98,BRYSON TILLER,2016-04-02,99 ,Sorry Not Sorry
99,2 CHAINZ featuring LIL WAYNE,2016-04-02,100,Gotta Lotta
0,RIHANNA featuring DRAKE,2016-04-09,1  ,Work
1,JUSTIN BIEBER,2016-04-09,2  ,Love Yourself
2,LUKAS GRAHAM,2016-04-09,3  ,7 Years
3,TWENTY ONE PILOTS,2016-04-09,4  ,Stressed Out
4,FLO RIDA,2016-04-09,5  ,My House
5,ZAYN,2016-04-09,6  ,Pillowtalk
6,G-EAZY & BEBE REXHA,2016-04-09,7  ,"Me, Myself & I"
7,JUSTIN BIEBER,2016-04-09,8  ,Sorry
8,DNCE,2016-04-09,9  ,Cake By The Ocean
9,ARIANA GRANDE,2016-04-09,10 ,Dangerous Woman
10,MIKE POSNER,2016-04-09,11 ,I Took A Pill In Ibiza
11,MEGHAN TRAINOR,2016-04-09,12 ,No
12,FIFTH HARMONY featuring TY DOLLA $IGN,2016-04-09,13 ,Work From Home
13,CHARLIE PUTH,2016-04-09,14 ,One Call Away
14,SELENA GOMEZ,2016-04-09,15 ,Hands To Myself
15,ADELE,2016-04-09,16 ,Hello
16,THE CHAINSMOKERS featuring ROZES,2016-04-09,17 ,Roses
17,KEVIN GATES,2016-04-09,18 ,2 Phones
18,ZARA LARSSON & MNEK,2016-04-09,19 ,Never Forget You
19,SHAWN MENDES,2016-04-09,20 ,Stitches
20,BRYSON TILLER,2016-04-09,21 ,Don't
21,YO GOTTI,2016-04-09,22 ,Down In The DM
22,TROYE SIVAN,2016-04-09,23 ,Youth
23,DRAKE & FUTURE,2016-04-09,24 ,Jumpman
24,THE WEEKND,2016-04-09,25 ,The Hills
25,DJ SNAKE featuring BIPOLAR SUNSHINE,2016-04-09,26 ,Middle
26,JEREMIH,2016-04-09,27 ,Oui
27,DRAKE,2016-04-09,28 ,Hotline Bling
28,CHRIS BROWN,2016-04-09,29 ,Back To Sleep
29,BRYSON TILLER,2016-04-09,30 ,Exchange
30,DRAKE,2016-04-09,31 ,Summer Sixteen
31,COLE SWINDELL,2016-04-09,32 ,You Should Be Here
32,DESIIGNER,2016-04-09,33 ,Panda
33,ADELE,2016-04-09,34 ,When We Were Young
34,FUTURE featuring THE WEEKND,2016-04-09,35 ,Low Life
35,JUSTIN BIEBER,2016-04-09,36 ,What Do You Mean?
36,TORY LANEZ,2016-04-09,37 ,Say It
37,JAMES BAY,2016-04-09,38 ,Let It Go
38,ALESSIA CARA,2016-04-09,39 ,Here
39,FETTY WAP featuring REMY BOYZ,2016-04-09,40 ,679
40,DAYA,2016-04-09,41 ,Hide Away
41,BLAKE SHELTON,2016-04-09,42 ,Came Here To Forget
42,THOMAS RHETT,2016-04-09,43 ,Die A Happy Man
43,BRETT ELDREDGE,2016-04-09,44 ,Drunk On Your Love
44,SELENA GOMEZ,2016-04-09,45 ,Same Old Love
45,MEGHAN TRAINOR featuring JOHN LEGEND,2016-04-09,46 ,Like I'm Gonna Lose You
46,THE WEEKND,2016-04-09,47 ,In The Night
47,ELLE KING,2016-04-09,48 ,Ex's & Oh's
48,POST MALONE,2016-04-09,49 ,White Iverson
49,THE WEEKND,2016-04-09,50 ,Can't Feel My Face
50,ROBIN SCHULZ featuring FRANCESCO YATES,2016-04-09,51 ,Sugar
51,ZAC BROWN BAND,2016-04-09,52 ,Beautiful Drug
52,MAREN MORRIS,2016-04-09,53 ,My Church
53,THE CHAINSMOKERS featuring DAYA,2016-04-09,54 ,Don't Let Me Down
54,ZAYN,2016-04-09,55 ,Like I Would
55,CARRIE UNDERWOOD,2016-04-09,56 ,Heartbeat
56,YOUNG THUG,2016-04-09,57 ,Best Friend
57,TIM McGRAW,2016-04-09,58 ,Humble And Kind
58,DIERKS BENTLEY,2016-04-09,59 ,Somewhere On A Beach
59,FLORIDA GEORGIA LINE,2016-04-09,60 ,Confession
60,RACHEL PLATTEN,2016-04-09,61 ,Stand By You
61,KEVIN GATES,2016-04-09,62 ,Really Really
62,SHAKIRA,2016-04-09,63 ,Try Everything
63,OLD DOMINION,2016-04-09,64 ,Snapback
64,COLDPLAY,2016-04-09,65 ,Adventure Of A Lifetime
65,ALESSIA CARA,2016-04-09,66 ,Wild Things
66,RASCAL FLATTS,2016-04-09,67 ,I Like The Sound Of That
67,CHRIS YOUNG duet with CASSADEE POPE,2016-04-09,68 ,Think Of You
68,TAYLOR SWIFT,2016-04-09,69 ,New Romantics
69,KELLY CLARKSON,2016-04-09,70 ,Piece By Piece
70,RIHANNA,2016-04-09,71 ,Needed Me
71,ELLIE GOULDING,2016-04-09,72 ,Something In The Way You Move
72,DISTURBED,2016-04-09,73 ,The Sound Of Silence
73,O.T. GENASIS featuring YOUNG DOLPH,2016-04-09,74 ,Cut It
74,KID INK featuring FETTY WAP,2016-04-09,75 ,Promise
75,THE WEEKND,2016-04-09,76 ,Acquainted
76,JUSTIN BIEBER,2016-04-09,77 ,Company
77,FETTY WAP,2016-04-09,78 ,Jimmy Choo
78,RUTH B,2016-04-09,79 ,Lost Boy
79,THOMAS RHETT,2016-04-09,80 ,T-Shirt
80,CHRIS STAPLETON,2016-04-09,81 ,Nobody To Blame
81,SHAWN MENDES & CAMILA CABELLO,2016-04-09,82 ,I Know What You Did Last Summer
82,BELLY featuring THE WEEKND,2016-04-09,83 ,Might Not
83,LUKE NASTY,2016-04-09,84 ,Might Be
84,LUKE BRYAN featuring KAREN FAIRCHILD,2016-04-09,85 ,Home Alone Tonight
85,DUSTIN LYNCH,2016-04-09,86 ,Mind Reader
86,SIA featuring SEAN PAUL,2016-04-09,87 ,Cheap Thrills
87,CHASE BRYANT,2016-04-09,88 ,Little Bit Of You
88,GRANGER SMITH,2016-04-09,89 ,Backroad Song
89,TY DOLLA $IGN featuring E-40,2016-04-09,90 ,Saved
90,RANDY HOUSER,2016-04-09,91 ,We Went
91,LEE BRICE,2016-04-09,92 ,That Don't Sound Like You
92,ZENDAYA featuring CHRIS BROWN,2016-04-09,93 ,Something New
93,JON PARDI,2016-04-09,94 ,Head Over Boots
94,BRYSON TILLER,2016-04-09,95 ,Sorry Not Sorry
95,TWENTY ONE PILOTS,2016-04-09,96 ,Ride
96,GWEN STEFANI,2016-04-09,97 ,Make Me Like You
97,MAJOR LAZER featuring NYLA,2016-04-09,98 ,Light It Up
98,KEITH URBAN,2016-04-09,99 ,Break On Me.
99,JONAS BLUE featuring DAKOTA,2016-04-09,100,Fast Car
0,RIHANNA featuring DRAKE,2016-04-16,1  ,Work
1,LUKAS GRAHAM,2016-04-16,2  ,7 Years
2,JUSTIN BIEBER,2016-04-16,3  ,Love Yourself
3,FLO RIDA,2016-04-16,4  ,My House
4,TWENTY ONE PILOTS,2016-04-16,5  ,Stressed Out
5,MEGHAN TRAINOR,2016-04-16,6  ,No
6,G-EAZY & BEBE REXHA,2016-04-16,7  ,"Me, Myself & I"
7,ZAYN,2016-04-16,8  ,Pillowtalk
8,DNCE,2016-04-16,9  ,Cake By The Ocean
9,MIKE POSNER,2016-04-16,10 ,I Took A Pill In Ibiza
10,JUSTIN BIEBER,2016-04-16,11 ,Sorry
11,FIFTH HARMONY featuring TY DOLLA $IGN,2016-04-16,12 ,Work From Home
12,ARIANA GRANDE,2016-04-16,13 ,Dangerous Woman
13,CHARLIE PUTH,2016-04-16,14 ,One Call Away
14,SELENA GOMEZ,2016-04-16,15 ,Hands To Myself
15,THE CHAINSMOKERS featuring ROZES,2016-04-16,16 ,Roses
16,ZARA LARSSON & MNEK,2016-04-16,17 ,Never Forget You
17,KEVIN GATES,2016-04-16,18 ,2 Phones
18,ADELE,2016-04-16,19 ,Hello
19,DJ SNAKE featuring BIPOLAR SUNSHINE,2016-04-16,20 ,Middle
20,DESIIGNER,2016-04-16,21 ,Panda
21,SHAWN MENDES,2016-04-16,22 ,Stitches
22,BRYSON TILLER,2016-04-16,23 ,Don't
23,JEREMIH,2016-04-16,24 ,Oui
24,YO GOTTI,2016-04-16,25 ,Down In The DM
25,BRYSON TILLER,2016-04-16,26 ,Exchange
26,DRAKE & FUTURE,2016-04-16,27 ,Jumpman
27,THE WEEKND,2016-04-16,28 ,The Hills
28,FUTURE featuring THE WEEKND,2016-04-16,29 ,Low Life
29,CHRIS BROWN,2016-04-16,30 ,Back To Sleep
30,THE CHAINSMOKERS featuring DAYA,2016-04-16,31 ,Don't Let Me Down
31,COLE SWINDELL,2016-04-16,32 ,You Should Be Here
32,DRAKE,2016-04-16,33 ,Summer Sixteen
33,DRAKE,2016-04-16,34 ,Hotline Bling
34,JAMES BAY,2016-04-16,35 ,Let It Go
35,TROYE SIVAN,2016-04-16,36 ,Youth
36,JUSTIN BIEBER,2016-04-16,37 ,What Do You Mean?
37,TORY LANEZ,2016-04-16,38 ,Say It
38,FETTY WAP featuring REMY BOYZ,2016-04-16,39 ,679
39,BRETT ELDREDGE,2016-04-16,40 ,Drunk On Your Love
40,MEGHAN TRAINOR featuring JOHN LEGEND,2016-04-16,41 ,Like I'm Gonna Lose You
41,IGGY AZALEA,2016-04-16,42 ,Team
42,ARIANA GRANDE,2016-04-16,43 ,Be Alright
43,THOMAS RHETT,2016-04-16,44 ,Die A Happy Man
44,POST MALONE,2016-04-16,45 ,White Iverson
45,DAYA,2016-04-16,46 ,Hide Away
46,ALESSIA CARA,2016-04-16,47 ,Here
47,SELENA GOMEZ,2016-04-16,48 ,Same Old Love
48,ELLE KING,2016-04-16,49 ,Ex's & Oh's
49,ADELE,2016-04-16,50 ,When We Were Young
50,TIM McGRAW,2016-04-16,51 ,Humble And Kind
51,THE WEEKND,2016-04-16,52 ,In The Night
52,MAREN MORRIS,2016-04-16,53 ,My Church
53,DIERKS BENTLEY,2016-04-16,54 ,Somewhere On A Beach
54,FLORIDA GEORGIA LINE,2016-04-16,55 ,Confession
55,RASCAL FLATTS,2016-04-16,56 ,I Like The Sound Of That
56,CHRIS YOUNG duet with CASSADEE POPE,2016-04-16,57 ,Think Of You
57,ALESSIA CARA,2016-04-16,58 ,Wild Things
58,KEVIN GATES,2016-04-16,59 ,Really Really
59,OLD DOMINION,2016-04-16,60 ,Snapback
60,BLAKE SHELTON,2016-04-16,61 ,Came Here To Forget
61,TAYLOR SWIFT,2016-04-16,62 ,New Romantics
62,ROBIN SCHULZ featuring FRANCESCO YATES,2016-04-16,63 ,Sugar
63,RIHANNA,2016-04-16,64 ,Needed Me
64,YOUNG THUG,2016-04-16,65 ,Best Friend
65,JUSTIN BIEBER,2016-04-16,66 ,Company
66,RUTH B,2016-04-16,67 ,Lost Boy
67,O.T. GENASIS featuring YOUNG DOLPH,2016-04-16,68 ,Cut It
68,DISTURBED,2016-04-16,69 ,The Sound Of Silence
69,KID INK featuring FETTY WAP,2016-04-16,70 ,Promise
70,SIA featuring SEAN PAUL,2016-04-16,71 ,Cheap Thrills
71,ZAC BROWN BAND,2016-04-16,72 ,Beautiful Drug
72,THE WEEKND,2016-04-16,73 ,Acquainted
73,THOMAS RHETT,2016-04-16,74 ,T-Shirt
74,CARRIE UNDERWOOD,2016-04-16,75 ,Heartbeat
75,COLDPLAY,2016-04-16,76 ,Adventure Of A Lifetime
76,RACHEL PLATTEN,2016-04-16,77 ,Stand By You
77,KELLY CLARKSON,2016-04-16,78 ,Piece By Piece
78,FETTY WAP,2016-04-16,79 ,Jimmy Choo
79,GWEN STEFANI,2016-04-16,80 ,Make Me Like You
80,BELLY featuring THE WEEKND,2016-04-16,81 ,Might Not
81,CHRIS STAPLETON,2016-04-16,82 ,Nobody To Blame
82,LUKE NASTY,2016-04-16,83 ,Might Be
83,DUSTIN LYNCH,2016-04-16,84 ,Mind Reader
84,CHASE BRYANT,2016-04-16,85 ,Little Bit Of You
85,SHAKIRA,2016-04-16,86 ,Try Everything
86,ELLIE GOULDING,2016-04-16,87 ,Something In The Way You Move
87,SHAWN MENDES & CAMILA CABELLO,2016-04-16,88 ,I Know What You Did Last Summer
88,TY DOLLA $IGN featuring E-40,2016-04-16,89 ,Saved
89,LEE BRICE,2016-04-16,90 ,That Don't Sound Like You
90,LUKE BRYAN featuring KAREN FAIRCHILD,2016-04-16,91 ,Home Alone Tonight
91,JON PARDI,2016-04-16,92 ,Head Over Boots
92,ZAYN,2016-04-16,93 ,Like I Would
93,GRANGER SMITH,2016-04-16,94 ,Backroad Song
94,MAJOR LAZER featuring NYLA,2016-04-16,95 ,Light It Up
95,TWENTY ONE PILOTS,2016-04-16,96 ,Ride
96,ZENDAYA featuring CHRIS BROWN,2016-04-16,97 ,Something New
97,DREEZY featuring JEREMIH,2016-04-16,98 ,Body
98,BRYSON TILLER,2016-04-16,99 ,Sorry Not Sorry
99,JONAS BLUE featuring DAKOTA,2016-04-16,100,Fast Car
